state(speed_set_point=1.5, current_speed=0.63, steering_angle_set_point=0.0, current_steering_angle=-0.2041045483057916, steer_adc_set_point=2.58296, steer_adc_avg=2.580245409507533, steer_dac_value=0.05, speed_dac_value=1.505799999999999)
state(speed_set_point=1.5, current_speed=1.59, steering_angle_set_point=10, current_steering_angle=9.204077303461009, steer_adc_set_point=2.71596, steer_adc_avg=2.7053742281360313, steer_dac_value=2.345975386374498, speed_dac_value=1.1371999999999904)
state(speed_set_point=1.5, current_speed=1.6, steering_angle_set_point=10, current_steering_angle=10.992979014203184, steer_adc_set_point=2.71596, steer_adc_avg=2.7291666208889023, steer_dac_value=0.20968879510889868, speed_dac_value=1.1189999999999913)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=10, current_steering_angle=11.152758326371025, steer_adc_set_point=2.71596, steer_adc_avg=2.7312916857407346, steer_dac_value=0.26565378492588404, speed_dac_value=1.1513999999999922)
state(speed_set_point=1.5, current_speed=1.61, steering_angle_set_point=10, current_steering_angle=10.732946015969217, steer_adc_set_point=2.71596, steer_adc_avg=2.7257081820123905, steer_dac_value=0.20107342932421943, speed_dac_value=1.0960999999999925)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=10, current_steering_angle=10.513641077699596, steer_adc_set_point=2.71596, steer_adc_avg=2.7227914263334045, steer_dac_value=0.17482673071484617, speed_dac_value=1.146899999999992)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=10, current_steering_angle=10.288070284050828, steer_adc_set_point=2.71596, steer_adc_avg=2.719791334777876, steer_dac_value=0.1370726168808031, speed_dac_value=1.1748999999999923)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=10, current_steering_angle=10.288070284050828, steer_adc_set_point=2.71596, steer_adc_avg=2.719791334777876, steer_dac_value=0.05934380956449923, speed_dac_value=1.1304999999999927)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=10.053100707333376, steer_adc_set_point=2.71596, steer_adc_avg=2.716666239407534, steer_dac_value=0.05, speed_dac_value=1.1565999999999932)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=10.325665416325634, steer_adc_set_point=2.71596, steer_adc_avg=2.720291350037131, steer_dac_value=0.06708571249529607, speed_dac_value=1.1749999999999934)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=10, current_steering_angle=10.310000777877804, steer_adc_set_point=2.71596, steer_adc_avg=2.7200830103457747, steer_dac_value=0.06391894918668281, speed_dac_value=1.1418999999999937)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=10, current_steering_angle=10.266139790223887, steer_adc_set_point=2.71596, steer_adc_avg=2.7194996592099776, steer_dac_value=0.05548493537197219, speed_dac_value=1.1806999999999939)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=10.306867850188231, steer_adc_set_point=2.71596, steer_adc_avg=2.7200413424075034, steer_dac_value=0.06396019401633728, speed_dac_value=1.169899999999994)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=10.353861765531722, steer_adc_set_point=2.71596, steer_adc_avg=2.720666361481572, steer_dac_value=0.081223579658396, speed_dac_value=1.2113999999999938)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=10.353861765531722, steer_adc_set_point=2.71596, steer_adc_avg=2.720666361481572, steer_dac_value=0.08803664638203043, speed_dac_value=1.2032999999999936)
state(speed_set_point=1.5, current_speed=1.4, steering_angle_set_point=10, current_steering_angle=10.372659331669125, steer_adc_set_point=2.71596, steer_adc_avg=2.7209163691111993, steer_dac_value=0.07869270766319873, speed_dac_value=1.290899999999993)
state(speed_set_point=1.5, current_speed=1.4, steering_angle_set_point=10, current_steering_angle=10.294336139429975, steer_adc_set_point=2.71596, steer_adc_avg=2.7198746706544186, steer_dac_value=0.07184660111290944, speed_dac_value=1.300899999999992)
state(speed_set_point=1.5, current_speed=1.4, steering_angle_set_point=10, current_steering_angle=10.284937356361322, steer_adc_set_point=2.71596, steer_adc_avg=2.7197496668396055, steer_dac_value=0.060668003784305924, speed_dac_value=1.3108999999999909)
state(speed_set_point=1.5, current_speed=1.36, steering_angle_set_point=10, current_steering_angle=10.310000777877804, steer_adc_set_point=2.71596, steer_adc_avg=2.7200830103457747, steer_dac_value=0.0666844309620462, speed_dac_value=1.3644999999999912)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=10.294336139429975, steer_adc_set_point=2.71596, steer_adc_avg=2.7198746706544186, steer_dac_value=0.07096366393017499, speed_dac_value=1.2480999999999918)
state(speed_set_point=1.5, current_speed=1.37, steering_angle_set_point=10, current_steering_angle=10.372659331669125, steer_adc_set_point=2.71596, steer_adc_avg=2.7209163691111993, steer_dac_value=0.09416847446109582, speed_dac_value=1.3702999999999916)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=10.169019031847332, steer_adc_set_point=2.71596, steer_adc_avg=2.7182079531235694, steer_dac_value=0.06253870133569572, speed_dac_value=1.320199999999992)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=10, current_steering_angle=10.04056899657512, steer_adc_set_point=2.71596, steer_adc_avg=2.716499567654449, steer_dac_value=0.05, speed_dac_value=1.3167999999999913)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=10.075031201160352, steer_adc_set_point=2.71596, steer_adc_avg=2.7169579149754326, steer_dac_value=0.05, speed_dac_value=1.3332999999999906)
state(speed_set_point=1.5, current_speed=1.37, steering_angle_set_point=10, current_steering_angle=10.08442998422907, steer_adc_set_point=2.71596, steer_adc_avg=2.7170829187902465, steer_dac_value=0.05, speed_dac_value=1.4026999999999903)
state(speed_set_point=1.5, current_speed=1.37, steering_angle_set_point=10, current_steering_angle=10.241076368707338, steer_adc_set_point=2.71596, steer_adc_avg=2.7191663157038075, steer_dac_value=0.05411611145359503, speed_dac_value=1.415699999999991)
state(speed_set_point=1.5, current_speed=1.33, steering_angle_set_point=10, current_steering_angle=10.20974709181171, steer_adc_set_point=2.71596, steer_adc_avg=2.7187496363210957, steer_dac_value=0.05, speed_dac_value=1.4710999999999916)
state(speed_set_point=1.5, current_speed=1.29, steering_angle_set_point=10, current_steering_angle=10.028037285816895, steer_adc_set_point=2.71596, steer_adc_avg=2.7163328959013646, steer_dac_value=0.05, speed_dac_value=1.5304999999999918)
state(speed_set_point=1.5, current_speed=1.26, steering_angle_set_point=10, current_steering_angle=10.225411730259507, steer_adc_set_point=2.71596, steer_adc_avg=2.7189579760124514, steer_dac_value=0.05, speed_dac_value=1.5787999999999915)
state(speed_set_point=1.5, current_speed=1.34, steering_angle_set_point=10, current_steering_angle=10.247342224086484, steer_adc_set_point=2.71596, steer_adc_avg=2.71924965158035, steer_dac_value=0.05121022801395823, speed_dac_value=1.5155999999999916)
state(speed_set_point=1.5, current_speed=1.32, steering_angle_set_point=10, current_steering_angle=10.159620248778614, steer_adc_set_point=2.71596, steer_adc_avg=2.7180829493087555, steer_dac_value=0.05, speed_dac_value=1.553199999999992)
state(speed_set_point=1.5, current_speed=1.37, steering_angle_set_point=10, current_steering_angle=10.15648732108911, steer_adc_set_point=2.71596, steer_adc_avg=2.718041281370485, steer_dac_value=0.05, speed_dac_value=1.5166999999999926)
state(speed_set_point=1.5, current_speed=1.31, steering_angle_set_point=10, current_steering_angle=10.266139790223887, steer_adc_set_point=2.71596, steer_adc_avg=2.7194996592099776, steer_dac_value=0.05636787255470699, speed_dac_value=1.5956999999999928)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=10.26927271791346, steer_adc_set_point=2.71596, steer_adc_avg=2.719541327148249, steer_dac_value=0.05698455804112257, speed_dac_value=1.4838999999999922)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=10, current_steering_angle=10.216012947190789, steer_adc_set_point=2.71596, steer_adc_avg=2.7188329721976374, steer_dac_value=0.05, speed_dac_value=1.5336999999999927)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=10, current_steering_angle=10.266139790223887, steer_adc_set_point=2.71596, steer_adc_avg=2.7194996592099776, steer_dac_value=0.05960667639190076, speed_dac_value=1.5446999999999937)
state(speed_set_point=1.5, current_speed=1.4, steering_angle_set_point=10, current_steering_angle=10.059366562712523, steer_adc_set_point=2.71596, steer_adc_avg=2.7167495752840765, steer_dac_value=0.05, speed_dac_value=1.5426999999999929)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=10, current_steering_angle=10.131423899572527, steer_adc_set_point=2.71596, steer_adc_avg=2.7177079378643145, steer_dac_value=0.05, speed_dac_value=1.3912999999999929)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=10.159620248778682, steer_adc_set_point=2.71596, steer_adc_avg=2.7180829493087564, steer_dac_value=0.05, speed_dac_value=1.4576999999999933)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=10.16588610415776, steer_adc_set_point=2.71596, steer_adc_avg=2.718166285185298, steer_dac_value=0.05, speed_dac_value=1.4594999999999931)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=10, current_steering_angle=10.034303141195974, steer_adc_set_point=2.71596, steer_adc_avg=2.7164162317779064, steer_dac_value=0.05, speed_dac_value=1.400299999999993)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=10.049967779643836, steer_adc_set_point=2.71596, steer_adc_avg=2.716624571469263, steer_dac_value=0.05, speed_dac_value=1.4580999999999933)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=10.096961694987295, steer_adc_set_point=2.71596, steer_adc_avg=2.717249590543331, steer_dac_value=0.05, speed_dac_value=1.491299999999993)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=10, current_steering_angle=10.241076368707372, steer_adc_set_point=2.71596, steer_adc_avg=2.719166315703808, steer_dac_value=0.053899861283207076, speed_dac_value=1.4243999999999926)
state(speed_set_point=1.5, current_speed=1.41, steering_angle_set_point=10, current_steering_angle=10.372659331669125, steer_adc_set_point=2.71596, steer_adc_avg=2.7209163691111993, steer_dac_value=0.08688081634978442, speed_dac_value=1.5382999999999922)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=10.263006862534313, steer_adc_set_point=2.71596, steer_adc_avg=2.7194579912717063, steer_dac_value=0.05366072589292177, speed_dac_value=1.4721999999999917)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=10, current_steering_angle=10.206614164122138, steer_adc_set_point=2.71596, steer_adc_avg=2.7187079683828244, steer_dac_value=0.05, speed_dac_value=1.5377999999999912)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=10.272405645603031, steer_adc_set_point=2.71596, steer_adc_avg=2.7195829950865202, steer_dac_value=0.05553578311513112, speed_dac_value=1.5136999999999905)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=10, current_steering_angle=10.165886104157828, steer_adc_set_point=2.71596, steer_adc_avg=2.718166285185299, steer_dac_value=0.05, speed_dac_value=1.582899999999991)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=10, current_steering_angle=10.109493405745585, steer_adc_set_point=2.71596, steer_adc_avg=2.717416262296416, steer_dac_value=0.05, speed_dac_value=1.4761999999999913)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=10, current_steering_angle=10.281804428671682, steer_adc_set_point=2.71596, steer_adc_avg=2.7197079989013333, steer_dac_value=0.0583187782830243, speed_dac_value=1.593899999999992)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=10.435317885460446, steer_adc_set_point=2.71596, steer_adc_avg=2.721749727876624, steer_dac_value=0.09564944299651215, speed_dac_value=1.4753999999999923)
state(speed_set_point=1.5, current_speed=1.6, steering_angle_set_point=10, current_steering_angle=10.344462982463071, steer_adc_set_point=2.71596, steer_adc_avg=2.7205413576667588, steer_dac_value=0.08641244300669344, speed_dac_value=1.3809999999999927)
state(speed_set_point=1.5, current_speed=1.6, steering_angle_set_point=10, current_steering_angle=10.231677585638653, steer_adc_set_point=2.71596, steer_adc_avg=2.719041311888994, steer_dac_value=0.06967479101942216, speed_dac_value=1.3719999999999937)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=10, current_steering_angle=10.2567410071552, steer_adc_set_point=2.71596, steer_adc_avg=2.719374655395164, steer_dac_value=0.05241902133244327, speed_dac_value=1.4439999999999935)
state(speed_set_point=1.5, current_speed=1.65, steering_angle_set_point=10, current_steering_angle=10.159620248778614, steer_adc_set_point=2.71596, steer_adc_avg=2.7180829493087555, steer_dac_value=0.05, speed_dac_value=1.3041999999999934)
state(speed_set_point=1.5, current_speed=1.59, steering_angle_set_point=10, current_steering_angle=10.263006862534313, steer_adc_set_point=2.71596, steer_adc_avg=2.7194579912717063, steer_dac_value=0.05435199055960886, speed_dac_value=1.3533999999999937)
state(speed_set_point=1.5, current_speed=1.68, steering_angle_set_point=10, current_steering_angle=10.241076368707338, steer_adc_set_point=2.71596, steer_adc_avg=2.7191663157038075, steer_dac_value=0.05, speed_dac_value=1.248099999999994)
state(speed_set_point=1.5, current_speed=1.66, steering_angle_set_point=10, current_steering_angle=10.26927271791346, steer_adc_set_point=2.71596, steer_adc_avg=2.719541327148249, steer_dac_value=0.05551035924355165, speed_dac_value=1.2514999999999936)
state(speed_set_point=1.5, current_speed=1.63, steering_angle_set_point=10, current_steering_angle=10.278671500982178, steer_adc_set_point=2.71596, steer_adc_avg=2.719666330963063, steer_dac_value=0.05694415942870128, speed_dac_value=1.267599999999993)
state(speed_set_point=1.5, current_speed=1.67, steering_angle_set_point=10, current_steering_angle=10.378925187048237, steer_adc_set_point=2.71596, steer_adc_avg=2.7209997049877415, steer_dac_value=0.0779193764458114, speed_dac_value=1.2130999999999925)
state(speed_set_point=1.5, current_speed=1.62, steering_angle_set_point=10, current_steering_angle=10.338197127083925, steer_adc_set_point=2.71596, steer_adc_avg=2.720458021790216, steer_dac_value=0.0769076274707344, speed_dac_value=1.2524999999999917)
state(speed_set_point=1.5, current_speed=1.64, steering_angle_set_point=10, current_steering_angle=10.288070284050828, steer_adc_set_point=2.71596, steer_adc_avg=2.719791334777876, steer_dac_value=0.07362871954506982, speed_dac_value=1.2200999999999913)
state(speed_set_point=1.5, current_speed=1.6, steering_angle_set_point=10, current_steering_angle=10.288070284050828, steer_adc_set_point=2.71596, steer_adc_avg=2.719791334777876, steer_dac_value=0.060951345764537736, speed_dac_value=1.2496999999999918)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=10, current_steering_angle=10.256741007155169, steer_adc_set_point=2.71596, steer_adc_avg=2.7193746553951637, steer_dac_value=0.053093618823815095, speed_dac_value=1.2946999999999924)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=10, current_steering_angle=10.275538573292604, steer_adc_set_point=2.71596, steer_adc_avg=2.7196246630247916, steer_dac_value=0.05849293740654371, speed_dac_value=1.278699999999993)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=10, current_steering_angle=10.272405645603031, steer_adc_set_point=2.71596, steer_adc_avg=2.7195829950865202, steer_dac_value=0.05847584712261824, speed_dac_value=1.2726999999999937)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=10, current_steering_angle=10.062499490402061, steer_adc_set_point=2.71596, steer_adc_avg=2.7167912432223473, steer_dac_value=0.05, speed_dac_value=1.2680999999999942)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=10, current_steering_angle=10.062499490402095, steer_adc_set_point=2.71596, steer_adc_avg=2.7167912432223478, steer_dac_value=0.05, speed_dac_value=1.3036999999999948)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=10.234810513328226, steer_adc_set_point=2.71596, steer_adc_avg=2.7190829798272653, steer_dac_value=0.0528252515844219, speed_dac_value=1.291699999999995)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=10.322532488636094, steer_adc_set_point=2.71596, steer_adc_avg=2.72024968209886, steer_dac_value=0.07794721038443822, speed_dac_value=1.3304999999999951)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=9.93404945512988, steer_adc_set_point=2.44996, steer_adc_avg=2.7150828577532273, steer_dac_value=3.5, speed_dac_value=1.2892999999999952)
state(speed_set_point=1.5, current_speed=1.58, steering_angle_set_point=-10, current_steering_angle=8.135748961318988, steer_adc_set_point=2.44996, steer_adc_avg=2.6911654611855425, steer_dac_value=3.5, speed_dac_value=1.232799999999996)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=5.068612753233853, steer_adc_set_point=2.44996, steer_adc_avg=2.65037254961801, steer_dac_value=3.5, speed_dac_value=1.342499999999996)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=-10, current_steering_angle=1.882425292945223, steer_adc_set_point=2.44996, steer_adc_avg=2.6079962563961714, steer_dac_value=3.5, speed_dac_value=1.2705999999999962)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=-10, current_steering_angle=-1.2880975288956105, steer_adc_set_point=2.44996, steer_adc_avg=2.5658283028656883, steer_dac_value=3.5, speed_dac_value=1.2881999999999965)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=-10, current_steering_angle=-4.045073895713715, steer_adc_set_point=2.44996, steer_adc_avg=2.5291605171870075, steer_dac_value=3.3086177594938073, speed_dac_value=1.3184999999999965)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=-10, current_steering_angle=-6.930500297804033, steer_adc_set_point=2.44996, steer_adc_avg=2.4907843460392063, steer_dac_value=2.845474825851219, speed_dac_value=1.2870999999999966)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=-10, current_steering_angle=-9.045226488261102, steer_adc_set_point=2.44996, steer_adc_avg=2.4626584877061273, steer_dac_value=2.46326345530565, speed_dac_value=1.2854999999999968)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-10.906185535863315, steer_adc_set_point=2.44996, steer_adc_avg=2.437907732373018, steer_dac_value=0.18917783705149951, speed_dac_value=1.273199999999997)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=-10, current_steering_angle=-11.141155112580801, steer_adc_set_point=2.44996, steer_adc_avg=2.4347826370026753, steer_dac_value=0.26715068290251426, speed_dac_value=1.313799999999997)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=-10, current_steering_angle=-10.871723331278115, steer_adc_set_point=2.44996, steer_adc_avg=2.438366079694001, steer_dac_value=0.24171203955198753, speed_dac_value=1.3759999999999968)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=-10.636753754560663, steer_adc_set_point=2.44996, steer_adc_avg=2.441491175064343, steer_dac_value=0.21387332295703915, speed_dac_value=1.302199999999996)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=-10.389252467084955, steer_adc_set_point=2.44996, steer_adc_avg=2.44478294218777, steer_dac_value=0.17765101718192094, speed_dac_value=1.341999999999996)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=-10, current_steering_angle=-10.382986611705808, steer_adc_set_point=2.44996, steer_adc_avg=2.4448662780643127, steer_dac_value=0.18362999928789814, speed_dac_value=1.3758999999999957)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=-10.354790262499721, steer_adc_set_point=2.44996, steer_adc_avg=2.4452412895087536, steer_dac_value=0.18536718527786872, speed_dac_value=1.3097999999999952)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-10.044630421232691, steer_adc_set_point=2.44996, steer_adc_avg=2.449366415397605, steer_dac_value=0.05, speed_dac_value=1.3190999999999953)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=-10.025832855095254, steer_adc_set_point=2.44996, steer_adc_avg=2.449616423027233, steer_dac_value=0.05, speed_dac_value=1.3499999999999952)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=-10, current_steering_angle=-10.19814387802142, steer_adc_set_point=2.44996, steer_adc_avg=2.447324686422315, steer_dac_value=0.05, speed_dac_value=1.342199999999995)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-10.151149962677897, steer_adc_set_point=2.44996, steer_adc_avg=2.447949705496384, steer_dac_value=0.05, speed_dac_value=1.291699999999995)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=-10.101023119644866, steer_adc_set_point=2.44996, steer_adc_avg=2.448616392508723, steer_dac_value=0.05, speed_dac_value=1.351699999999995)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=-10, current_steering_angle=-10.101023119644866, steer_adc_set_point=2.44996, steer_adc_avg=2.448616392508723, steer_dac_value=0.05, speed_dac_value=1.2592999999999952)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=-10.119820685782269, steer_adc_set_point=2.44996, steer_adc_avg=2.4483663848790957, steer_dac_value=0.05, speed_dac_value=1.3067999999999955)
state(speed_set_point=1.5, current_speed=1.58, steering_angle_set_point=-10, current_steering_angle=-10.06342798737006, steer_adc_set_point=2.44996, steer_adc_avg=2.449116407767978, steer_dac_value=0.05, speed_dac_value=1.230899999999996)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-10.044630421232691, steer_adc_set_point=2.44996, steer_adc_avg=2.449366415397605, steer_dac_value=0.05, speed_dac_value=1.2768999999999966)
state(speed_set_point=1.5, current_speed=1.58, steering_angle_set_point=-10, current_steering_angle=-9.938110879787454, steer_adc_set_point=2.44996, steer_adc_avg=2.450783125298827, steer_dac_value=0.05, speed_dac_value=1.2209999999999972)
state(speed_set_point=1.5, current_speed=1.59, steering_angle_set_point=-10, current_steering_angle=-10.044630421232691, steer_adc_set_point=2.44996, steer_adc_avg=2.449366415397605, steer_dac_value=0.05, speed_dac_value=1.2020999999999982)
state(speed_set_point=1.5, current_speed=1.57, steering_angle_set_point=-10, current_steering_angle=-10.003902361268313, steer_adc_set_point=2.44996, steer_adc_avg=2.4499080985951314, steer_dac_value=0.05, speed_dac_value=1.214699999999999)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=-10, current_steering_angle=-10.010168216647457, steer_adc_set_point=2.44996, steer_adc_avg=2.4498247627185887, steer_dac_value=0.05, speed_dac_value=1.2403999999999995)
state(speed_set_point=1.5, current_speed=1.61, steering_angle_set_point=-10, current_steering_angle=-10.035231638163973, steer_adc_set_point=2.44996, steer_adc_avg=2.449491419212419, steer_dac_value=0.05, speed_dac_value=1.1600999999999986)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=-10, current_steering_angle=-10.028965782784828, steer_adc_set_point=2.44996, steer_adc_avg=2.4495747550889617, steer_dac_value=0.05, speed_dac_value=1.2150999999999992)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-10.019566999716144, steer_adc_set_point=2.44996, steer_adc_avg=2.4496997589037752, steer_dac_value=0.05, speed_dac_value=1.2318999999999996)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-9.963174301303935, steer_adc_set_point=2.44996, steer_adc_avg=2.4504497817926576, steer_dac_value=0.05, speed_dac_value=1.2288999999999999)
state(speed_set_point=1.5, current_speed=1.57, steering_angle_set_point=10, current_steering_angle=-10.003902361268313, steer_adc_set_point=2.71596, steer_adc_avg=2.4499080985951314, steer_dac_value=3.5, speed_dac_value=1.1834000000000005)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=-9.671812026174308, steer_adc_set_point=2.71596, steer_adc_avg=2.4543249000518816, steer_dac_value=3.5, speed_dac_value=1.2727000000000006)
state(speed_set_point=1.5, current_speed=1.62, steering_angle_set_point=10, current_steering_angle=-7.394173595859825, steer_adc_set_point=2.71596, steer_adc_avg=2.4846174911750643, steer_dac_value=3.5, speed_dac_value=1.1234999999999997)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=-4.239315412466822, steer_adc_set_point=2.71596, steer_adc_avg=2.526577105014191, steer_dac_value=3.5, speed_dac_value=1.2313999999999998)
state(speed_set_point=1.5, current_speed=1.57, steering_angle_set_point=10, current_steering_angle=-1.2129072643460326, steer_adc_set_point=2.71596, steer_adc_avg=2.5668283333841977, steer_dac_value=3.5, speed_dac_value=1.1662000000000003)
state(speed_set_point=1.5, current_speed=1.57, steering_angle_set_point=10, current_steering_angle=1.6975825592607672, steer_adc_set_point=2.71596, steer_adc_avg=2.605537848038168, steer_dac_value=3.5, speed_dac_value=1.1592000000000011)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=4.9777578502364115, steer_adc_set_point=2.71596, steer_adc_avg=2.649164179408144, steer_dac_value=3.5, speed_dac_value=1.2394000000000012)
state(speed_set_point=1.5, current_speed=1.6, steering_angle_set_point=10, current_steering_angle=8.116951395181585, steer_adc_set_point=2.71596, steer_adc_avg=2.690915453555915, steer_dac_value=3.187719925372068, speed_dac_value=1.1224000000000016)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=11.108897338717108, steer_adc_set_point=2.71596, steer_adc_avg=2.7307083346049374, steer_dac_value=0.2313732132938572, speed_dac_value=1.2516000000000018)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=11.669691395149453, steer_adc_set_point=2.71596, steer_adc_avg=2.7381668955554876, steer_dac_value=0.38115730981373536, speed_dac_value=1.1931000000000016)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=10, current_steering_angle=11.284341289332811, steer_adc_set_point=2.71596, steer_adc_avg=2.7330417391481263, steer_dac_value=0.342268981841483, speed_dac_value=1.2213000000000018)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=10, current_steering_angle=10.826933846656198, steer_adc_set_point=2.71596, steer_adc_avg=2.7269582201605274, steer_dac_value=0.2805128662373747, speed_dac_value=1.2837000000000016)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=10.6890850283153, steer_adc_set_point=2.71596, steer_adc_avg=2.7251248308765934, steer_dac_value=0.27081751892656536, speed_dac_value=1.1967000000000012)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=10.24420929639691, steer_adc_set_point=2.71596, steer_adc_avg=2.719207983642079, steer_dac_value=0.1954943226213369, speed_dac_value=1.1937000000000015)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=10.241076368707372, steer_adc_set_point=2.71596, steer_adc_avg=2.719166315703808, steer_dac_value=0.2038491030610124, speed_dac_value=1.2428000000000017)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=9.962245804336002, steer_adc_set_point=2.71596, steer_adc_avg=2.7154578691976687, steer_dac_value=0.05, speed_dac_value=1.1917000000000018)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=9.924650672061162, steer_adc_set_point=2.71596, steer_adc_avg=2.7149578539384134, steer_dac_value=0.05, speed_dac_value=1.189000000000002)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=10, current_steering_angle=9.946581165888139, steer_adc_set_point=2.71596, steer_adc_avg=2.715249529506312, steer_dac_value=0.05, speed_dac_value=1.1751000000000025)
